RD,MURDER,MANSLTR,FORCED_RAPE,ROBBERY,AGGRAV_ASSAULT,BURGLARY_RES,BURGLARY_COM,AUTO_BURG,GRAND_THEFT,PETTY_THEFT,BIKE_THEFT,AUTO_THEFT,ARSON,TOTAL_PART1,TOTAL_PART2,GRAND_TOTAL
010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
020,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,3
021,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2
030,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3
031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3
042,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
043,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3
044,0,0,0,0,0,0,0,1,1,0,0,1,0,3,2,5
051,0,0,0,0,0,1,0,2,1,0,0,1,0,5,2,7
052,0,0,0,0,0,1,1,1,1,2,0,0,1,7,6,13
053,0,0,0,0,1,0,0,0,0,2,0,0,0,3,11,14
061,0,0,0,0,0,2,0,2,0,0,0,1,0,5,6,11
062,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
063,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,4
064,0,0,0,2,0,1,0,2,0,0,0,0,0,5,1,6
071,0,0,0,0,-1,1,2,0,0,0,0,1,0,3,3,6
072,0,0,0,0,0,3,0,0,1,0,0,2,0,6,1,7
073,0,0,0,0,0,0,0,4,0,1,1,0,0,6,3,9
074,0,0,0,0,0,1,0,0,0,0,1,0,0,2,4,6
075,0,0,0,0,1,1,0,0,0,0,1,1,0,4,6,10
076,0,0,0,1,0,0,0,2,0,1,0,0,0,4,3,7
081,0,0,1,1,0,0,0,0,0,0,0,0,0,2,6,8
082,0,0,0,0,0,2,0,1,2,1,1,0,0,7,6,13
083,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3
084,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,3
085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
091,0,0,0,0,1,1,0,1,0,2,2,1,0,8,6,14
092,0,0,0,1,1,1,0,1,1,1,0,0,0,6,4,10
093,0,0,0,1,0,1,0,0,0,1,1,1,0,5,3,8
094,0,0,1,1,0,0,0,0,0,0,0,0,0,2,10,12
101,1,0,0,0,2,1,0,0,0,0,0,1,0,5,8,13
102,0,0,0,1,0,2,0,0,0,2,0,0,0,5,7,12
104,0,0,0,0,1,0,0,1,0,0,0,0,0,2,6,8
111,0,0,0,0,0,2,0,0,0,1,0,0,0,3,4,7
112,0,0,0,2,0,2,0,0,1,3,0,2,1,11,15,26
113,0,0,0,0,0,0,4,0,1,0,0,1,0,6,2,8
114,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
121,0,0,0,1,0,0,0,0,0,0,0,2,0,3,7,10
122,0,0,0,2,1,0,0,1,1,0,0,0,0,5,16,21
123,0,0,0,0,0,2,0,1,2,0,1,0,0,6,1,7
124,0,0,0,0,0,1,0,2,1,0,0,1,0,5,2,7
131,0,0,0,1,0,0,0,1,1,1,0,0,0,4,3,7
132,0,0,0,1,0,0,0,0,1,0,1,2,0,5,4,9
133,0,0,0,0,0,0,0,1,2,0,0,1,0,4,0,4
134,0,0,0,0,1,1,0,2,0,2,0,1,0,7,2,9
141,0,0,0,0,0,1,0,0,0,2,0,1,0,4,2,6
142,0,0,0,0,1,1,0,2,0,0,0,2,0,6,2,8
143,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
144,0,0,0,0,0,1,0,2,0,1,0,1,0,5,0,5
151,0,0,0,0,0,0,0,0,3,0,1,1,0,5,1,6
152,0,0,0,0,0,0,0,0,0,3,1,0,0,4,7,11
153,0,0,0,0,0,0,3,0,2,1,1,0,0,7,8,15
161,0,0,0,2,1,1,4,0,3,3,1,0,0,15,8,23
162,0,0,0,1,0,2,1,2,0,2,1,0,0,9,4,13
163,0,0,0,0,1,0,0,0,1,6,1,0,0,9,11,20
164,0,0,0,4,0,1,1,3,1,3,3,0,0,16,8,24
171,0,0,0,0,1,0,0,0,2,1,1,0,0,5,9,14
172,0,0,0,0,1,3,0,0,3,0,2,0,0,9,4,13
173,0,0,0,1,1,1,0,2,0,1,0,0,0,6,1,7
174,0,0,0,1,0,0,1,0,0,4,0,2,0,8,9,17
181,0,0,0,1,0,1,0,0,0,1,1,2,0,6,2,8
182,1,0,0,4,0,1,0,0,0,0,0,0,0,6,6,12
183,0,0,0,1,0,0,0,0,0,0,1,1,0,3,4,7
184,0,0,0,3,0,1,1,0,0,0,1,0,0,6,9,15
191,0,0,0,0,1,1,0,0,1,1,0,0,0,4,2,6
192,0,0,0,0,2,1,0,0,0,2,0,1,0,6,7,13
193,0,0,0,2,2,3,3,0,0,1,1,1,0,13,9,22
194,0,0,0,1,0,1,0,0,1,2,0,2,0,7,6,13
202,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,5
203,0,0,0,0,1,2,0,2,0,0,1,0,0,6,5,11
204,0,0,0,1,0,0,0,0,2,0,0,1,0,4,4,8
211,0,0,0,0,0,0,1,1,0,1,0,1,0,4,1,5
212,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,8
213,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,3
214,0,0,0,2,0,0,1,0,1,3,1,1,0,9,2,11
215,0,0,0,0,2,0,0,1,0,0,0,0,0,3,1,4
216,0,0,0,0,1,2,0,0,1,0,0,2,0,6,3,9
221,0,0,0,2,0,2,0,0,4,8,0,1,0,17,4,21
222,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,4
223,0,0,0,1,0,0,1,2,1,2,0,1,0,8,4,12
224,0,0,0,0,0,3,0,2,0,0,0,0,0,5,4,9
225,0,0,0,0,0,0,0,1,1,1,0,1,0,4,1,5
226,0,0,0,0,0,2,2,5,3,2,0,6,0,20,5,25
231,0,0,0,2,0,0,0,0,0,1,0,2,0,5,7,12
232,0,0,0,1,1,1,0,1,0,0,0,1,0,5,2,7
233,0,0,0,2,2,3,0,0,1,4,0,3,1,16,7,23
234,0,0,0,2,0,0,0,0,0,0,0,0,0,2,5,7
235,0,0,0,1,2,0,0,3,2,0,1,3,0,12,7,19
241,0,0,0,0,0,1,0,2,0,0,0,1,1,5,0,5
242,0,0,0,2,0,0,0,1,4,1,0,1,0,9,8,17
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
244,0,0,0,0,0,1,0,1,1,2,0,1,0,6,7,13
251,0,0,0,1,1,2,0,0,0,1,0,1,0,6,4,10
252,0,0,0,1,2,0,0,1,1,0,0,5,0,10,3,13
253,0,0,0,0,0,0,0,1,1,1,0,1,0,4,3,7
271,0,0,0,0,0,2,0,0,0,1,2,0,0,5,5,10
272,0,0,0,0,1,3,0,0,4,1,0,3,0,12,6,18
273,0,0,0,1,0,0,3,2,3,4,0,0,0,13,6,19
274,0,0,0,1,0,0,0,2,0,0,1,0,0,4,5,9
281,0,0,0,0,2,2,0,1,1,0,0,0,0,6,6,12
282,0,0,0,1,0,1,0,3,2,1,1,0,0,9,8,17
291,0,0,0,2,0,1,0,0,0,0,1,0,0,4,2,6
292,0,0,0,3,0,0,0,2,0,0,0,0,0,5,5,10
293,0,0,0,0,0,1,0,2,2,0,1,0,0,6,6,12
301,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,7
302,0,0,0,1,0,1,0,0,0,1,0,0,0,3,3,6
303,0,0,0,0,2,0,1,1,0,0,0,0,0,4,5,9
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
311,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
312,0,0,0,0,0,1,0,1,0,0,0,1,0,3,2,5
313,0,0,2,0,0,0,0,0,0,1,0,0,0,3,2,5
314,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,4
315,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4
316,0,0,0,0,0,0,0,0,1,0,0,2,0,3,5,8
321,0,0,0,0,0,2,0,1,1,0,0,0,0,4,0,4
322,0,0,0,2,0,1,1,1,0,0,0,0,0,5,0,5
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,1,0,2,1,0,0,0,0,0,1,5,4,9
332,1,0,0,0,2,0,0,0,0,0,0,0,0,3,2,5
333,0,0,0,0,2,0,0,0,0,1,0,0,0,3,4,7
334,0,0,0,0,0,2,0,2,0,2,0,1,0,7,2,9
335,0,0,0,0,0,1,0,1,1,1,0,0,0,4,1,5
336,0,0,0,0,2,1,0,0,0,1,0,1,0,5,7,12
341,0,0,0,1,1,2,0,3,1,2,0,7,1,18,5,23
342,0,0,0,2,2,1,2,0,0,0,0,4,0,11,9,20
343,0,0,0,2,4,3,0,1,2,0,0,0,0,12,6,18
351,0,0,0,0,0,2,0,3,0,2,0,0,0,7,3,10
352,0,0,0,1,1,0,0,3,1,0,1,3,0,10,4,14
353,0,0,0,0,0,3,0,0,0,0,1,2,0,6,1,7
354,0,0,0,2,0,0,0,3,3,0,3,1,0,12,5,17
361,1,0,0,1,1,0,0,5,0,0,3,2,0,13,9,22
362,0,0,0,0,4,1,0,2,1,1,1,0,0,10,7,17
371,0,0,0,1,6,0,0,0,2,0,0,0,1,10,8,18
372,0,0,0,3,5,2,0,1,0,2,0,0,0,13,3,16
373,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,3
374,0,0,0,0,4,1,0,0,1,0,0,0,0,6,3,9
381,0,0,0,0,0,1,0,0,0,1,1,3,0,6,5,11
382,0,0,0,2,1,0,0,0,0,2,0,0,0,5,10,15
383,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2,5
384,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3
392,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3
393,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,4
401,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
402,0,0,0,0,0,2,0,1,0,0,0,0,0,3,2,5
403,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
411,0,0,0,0,0,2,0,0,0,0,1,0,0,3,3,6
412,0,0,0,1,0,1,0,0,0,1,0,0,0,3,2,5
413,0,0,0,0,0,1,0,2,0,0,0,2,0,5,1,6
414,0,0,0,0,0,2,1,3,0,1,0,1,0,8,7,15
415,0,0,0,2,0,0,1,5,0,1,0,2,0,11,1,12
421,0,0,0,0,0,1,0,1,0,1,0,1,0,4,5,9
422,0,0,0,0,0,0,0,1,3,0,0,1,0,5,6,11
423,0,0,0,0,0,0,0,1,2,1,0,2,0,6,3,9
431,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,4
432,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,4
433,0,0,1,2,0,2,0,2,0,0,1,0,0,8,1,9
434,0,0,0,0,0,0,0,1,0,2,1,0,0,4,2,6
441,0,0,0,0,0,0,0,1,1,0,3,0,0,5,2,7
442,0,0,0,0,0,0,0,1,0,1,0,3,0,5,3,8
451,0,0,0,0,0,4,0,1,1,1,0,0,0,7,6,13
452,0,0,0,0,0,2,0,1,0,1,0,0,0,4,5,9
453,0,0,0,1,0,2,0,3,0,3,0,0,0,9,5,14
454,0,0,0,0,1,1,0,0,0,2,0,0,1,5,6,11
461,0,0,0,0,0,0,0,0,0,1,0,1,0,2,5,7
462,0,0,0,2,0,2,0,0,0,1,0,1,0,6,7,13
463,0,0,0,1,1,0,0,3,0,0,0,1,0,6,3,9
464,0,0,0,0,4,1,0,1,1,0,1,1,0,9,2,11
470,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,0,0,0,1,0,0,3,1,2,5,0,1,0,13,3,16
482,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
483,0,0,0,0,0,0,0,1,1,1,0,1,0,4,6,10
491,0,0,0,0,0,2,0,1,0,1,0,0,0,4,1,5
493,0,0,0,0,0,3,0,2,0,0,2,0,0,7,3,10
501,0,0,0,3,0,2,2,1,1,5,0,2,0,16,6,22
502,0,0,0,2,2,0,0,1,0,0,0,1,1,7,4,11
503,0,0,0,0,0,1,0,0,0,1,1,1,0,4,2,6
511,0,0,0,0,1,3,0,5,0,2,0,0,0,11,9,20
512,0,0,0,0,0,1,1,3,2,2,0,5,0,14,2,16
521,0,0,3,0,0,1,2,2,2,0,0,4,0,14,3,17
522,0,0,0,1,0,1,0,1,0,0,0,0,0,3,9,12
523,0,0,0,0,1,2,4,0,4,1,0,2,0,14,6,20
524,0,0,0,1,3,1,0,0,3,1,0,1,1,11,10,21
531,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,4
