RD,MURDER,MANSLTR,FORCED_RAPE,ROBBERY,AGGRAV_ASSAULT,BURGLARY_RES,BURGLARY_COM,AUTO_BURG,GRAND_THEFT,PETTY_THEFT,BIKE_THEFT,AUTO_THEFT,ARSON,TOTAL_PART1,TOTAL_PART2,GRAND_TOTAL
010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
020,0,0,0,1,0,0,0,0,2,1,0,1,0,5,2,7
021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
042,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
044,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
045,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,3
051,0,0,0,1,0,1,0,0,0,0,0,1,0,3,1,4
052,0,0,0,0,1,1,0,0,0,2,0,0,0,4,3,7
053,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18,19
061,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
062,0,0,0,0,0,1,0,0,0,1,2,0,0,4,0,4
063,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,4
064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
071,0,0,0,1,0,0,0,0,1,1,0,1,0,4,3,7
072,0,0,0,0,0,3,0,0,1,1,0,1,0,6,6,12
073,0,0,0,0,0,0,2,1,0,0,0,1,0,4,2,6
074,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,5
075,0,0,0,0,1,0,0,0,1,1,0,0,0,3,2,5
076,0,0,0,0,1,1,0,0,0,0,0,0,0,2,6,8
081,0,0,0,0,1,0,0,0,0,1,0,0,0,2,11,13
082,0,0,1,0,0,0,1,2,1,3,0,1,0,9,8,17
083,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,4
084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
085,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
091,0,0,0,0,0,1,0,0,0,2,0,0,0,3,3,6
092,0,0,0,1,0,4,0,1,0,3,0,0,0,9,3,12
093,0,0,0,0,0,2,0,0,0,1,0,1,0,4,7,11
094,0,0,0,0,0,4,0,0,0,1,0,0,0,5,8,13
101,0,0,0,0,1,1,0,0,0,0,0,1,0,3,6,9
103,0,0,0,1,0,2,0,0,0,2,1,0,0,6,3,9
104,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,8
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
112,0,0,0,1,2,0,0,0,1,0,0,1,0,5,8,13
113,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,5
114,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4
121,0,0,0,1,1,3,0,0,1,2,0,0,0,8,2,10
122,0,0,0,0,1,3,0,0,0,1,0,1,1,7,9,16
123,0,0,0,0,1,2,0,1,0,0,0,1,0,5,3,8
124,0,0,0,1,7,2,0,0,2,2,0,0,0,14,0,14
131,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
132,0,0,0,1,0,2,0,0,0,0,0,1,0,4,8,12
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
141,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,5
142,0,0,0,1,0,2,1,0,0,0,0,1,0,5,1,6
143,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
144,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
151,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,3
152,0,0,0,0,0,0,0,1,2,4,0,1,0,8,7,15
153,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,9
161,0,0,0,0,0,1,0,0,1,1,1,0,0,4,5,9
162,0,0,0,0,0,1,0,0,0,3,0,0,0,4,7,11
163,0,0,0,1,2,0,1,1,0,5,1,0,0,11,10,21
164,0,0,0,1,0,0,5,1,2,15,0,0,0,24,10,34
171,1,0,0,0,1,1,0,1,0,1,1,1,0,7,16,23
172,0,0,0,3,1,0,1,0,0,0,0,1,0,6,9,15
173,0,0,0,2,0,0,0,1,0,1,1,0,0,5,5,10
174,0,0,0,1,0,1,0,0,0,2,0,0,0,4,4,8
181,0,0,0,3,1,0,1,0,0,1,0,1,0,7,5,12
182,0,0,0,0,1,0,0,0,0,1,0,0,0,2,4,6
183,0,0,0,2,1,1,0,1,0,0,0,0,0,5,3,8
184,0,0,0,1,0,0,0,0,0,2,0,0,0,3,9,12
