RD,MURDER,MANSLTR,FORCED_RAPE,ROBBERY,AGGRAV_ASSAULT,BURGLARY_RES,BURGLARY_COM,AUTO_BURG,GRAND_THEFT,PETTY_THEFT,BIKE_THEFT,AUTO_THEFT,ARSON,TOTAL_PART1,TOTAL_PART2,GRAND_TOTAL
010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
020,0,0,0,0,2,0,0,0,0,0,0,1,0,3,3,6
021,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,4
042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
043,0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,4
044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
051,0,0,0,1,0,1,0,0,0,1,0,0,0,3,3,6
052,0,0,0,1,3,1,0,0,0,0,0,0,0,5,6,11
053,0,0,0,2,1,0,0,0,0,0,0,0,0,3,17,20
061,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
062,0,0,0,0,0,0,0,1,0,1,0,2,0,4,2,6
063,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,3
064,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
071,0,0,0,1,0,2,0,0,1,1,0,3,0,8,0,8
072,1,0,0,1,0,2,0,0,0,2,0,3,0,9,2,11
073,0,0,0,0,1,2,0,0,0,0,0,4,0,7,3,10
074,0,0,0,0,0,0,0,0,0,2,1,0,0,3,2,5
075,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,5
076,0,0,0,0,0,1,0,2,0,0,0,1,0,4,4,8
081,0,0,0,0,0,0,0,0,0,2,1,1,0,4,6,10
082,0,0,0,2,0,0,4,1,0,1,1,2,0,11,12,23
083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
084,0,0,0,0,2,0,0,0,0,1,0,0,0,3,1,4
085,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
091,0,0,0,0,0,1,0,1,0,1,0,1,0,4,7,11
092,0,0,0,1,1,0,0,0,0,0,1,0,0,3,2,5
093,0,0,0,0,3,1,0,0,0,0,0,1,0,5,7,12
094,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,7
101,0,0,0,0,1,3,0,0,0,0,1,0,0,5,4,9
102,1,0,0,1,3,1,0,0,0,0,0,1,0,7,8,15
104,0,0,0,0,1,1,0,0,1,1,0,4,1,9,3,12
111,0,0,0,2,2,1,0,0,1,0,0,2,0,8,8,16
112,0,0,0,1,2,2,0,0,0,2,0,1,0,8,8,16
113,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3
114,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,3
121,0,0,1,1,2,1,0,0,0,0,0,0,0,5,5,10
122,0,0,0,1,0,1,0,0,1,0,0,0,0,3,7,10
123,1,0,0,1,1,1,0,0,0,0,0,0,0,4,4,8
124,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
131,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
132,0,0,0,0,0,2,0,1,1,0,0,0,0,4,3,7
133,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
134,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,3
141,0,0,0,0,0,2,0,0,2,1,0,2,0,7,1,8
142,0,0,0,1,0,0,1,0,1,2,0,0,0,5,0,5
143,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,4
144,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3
151,0,0,0,1,1,1,0,0,0,0,0,3,0,6,5,11
152,0,0,0,0,0,3,1,2,2,2,2,1,0,13,3,16
