RD,MURDER,MANSLTR,FORCED_RAPE,ROBBERY,AGGRAV_ASSAULT,BURGLARY_RES,BURGLARY_COM,AUTO_BURG,GRAND_THEFT,PETTY_THEFT,BIKE_THEFT,AUTO_THEFT,ARSON,TOTAL_PART1,TOTAL_PART2,GRAND_TOTAL
010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
020,0,0,0,0,0,0,0,0,4,2,0,0,0,6,1,7
021,0,0,0,0,0,0,0,4,0,1,0,0,0,5,1,6
030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
042,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
043,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
044,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2
045,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
051,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3
052,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4,6
053,0,0,0,0,0,0,0,0,1,2,0,0,0,3,10,13
061,0,0,0,0,0,0,2,0,1,1,0,1,0,5,6,11
062,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3
063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3
071,0,0,0,2,0,1,2,0,0,0,0,0,0,5,4,9
072,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,4
073,0,0,0,0,0,0,0,0,1,0,0,2,0,3,6,9
074,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4
075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
076,0,0,0,0,0,0,0,0,2,1,0,0,0,3,5,8
081,0,0,0,0,0,0,0,0,0,2,0,0,0,2,6,8
082,0,0,0,0,0,2,0,2,1,0,1,0,0,6,11,17
083,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
085,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
091,0,0,0,0,2,3,0,0,0,2,0,1,0,8,8,16
092,0,0,0,1,1,0,0,1,1,3,1,2,0,10,5,15
093,0,0,0,0,1,0,0,1,0,0,1,5,0,8,3,11
094,0,0,0,0,0,1,0,0,0,0,0,2,0,3,3,6
101,0,0,0,0,1,0,0,0,0,2,0,0,0,3,5,8
103,0,0,0,1,1,0,0,2,0,0,0,0,0,4,0,4
104,0,0,0,0,1,2,0,2,0,0,0,3,0,8,5,13
111,0,0,0,0,3,0,0,1,0,0,0,3,0,7,6,13
112,0,0,0,0,1,1,0,1,0,0,0,3,0,6,1,7
113,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2
114,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3
121,0,0,0,0,0,0,0,1,0,3,0,1,0,5,7,12
122,0,0,1,0,0,1,0,0,0,1,0,1,0,4,5,9
123,0,0,0,1,0,0,0,1,0,1,0,0,0,3,2,5
124,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3,6
131,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3
132,0,0,0,0,1,0,1,1,0,0,0,1,0,4,3,7
133,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
134,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,3
141,0,0,0,0,0,0,0,2,1,1,0,1,0,5,1,6
142,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,4
143,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,4
144,0,0,0,0,0,2,0,0,0,1,0,1,0,4,1,5
151,0,0,0,1,0,0,1,0,3,1,0,2,0,8,6,14
152,0,0,0,0,0,0,1,2,4,2,1,0,0,10,2,12
153,0,0,0,1,0,0,0,0,0,3,0,1,0,5,4,9
161,0,0,0,4,1,0,0,0,1,4,0,1,0,11,9,20
162,0,0,0,0,2,2,1,0,0,1,0,0,0,6,2,8
163,0,0,0,0,2,0,1,0,0,1,1,0,0,5,4,9
164,0,0,0,2,0,1,3,0,3,12,2,2,0,25,13,38
171,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,8
172,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,7
173,0,0,0,0,0,0,1,2,0,1,0,2,0,6,2,8
174,0,0,0,1,4,1,2,1,0,3,0,0,0,12,2,14
181,0,0,0,0,0,1,0,1,0,1,0,0,0,3,3,6
182,0,0,1,1,0,0,0,0,0,0,0,3,0,5,6,11
183,0,0,0,0,2,0,0,0,0,0,0,1,0,3,4,7
184,0,0,0,0,0,0,0,0,0,3,0,2,0,5,10,15
191,0,0,0,1,0,0,0,2,0,0,0,0,0,3,2,5
192,0,0,0,0,0,0,0,1,2,0,0,2,0,5,5,10
