RD,MURDER,MANSLTR,FORCED_RAPE,ROBBERY,AGGRAV_ASSAULT,BURGLARY_RES,BURGLARY_COM,AUTO_BURG,GRAND_THEFT,PETTY_THEFT,BIKE_THEFT,AUTO_THEFT,ARSON,TOTAL_PART1,TOTAL_PART2,GRAND_TOTAL
010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
020,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2
021,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
030,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,3
031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
043,0,0,0,0,1,0,1,0,2,0,0,0,0,4,0,4
044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
051,0,0,0,0,0,2,0,0,0,0,0,2,0,4,0,4
052,0,0,1,1,1,1,0,1,1,2,1,2,0,11,1,12
053,0,0,0,0,0,2,1,0,2,2,1,0,0,8,6,14
061,0,0,0,0,1,0,0,0,0,1,0,3,0,5,1,6
062,0,0,0,0,0,2,0,0,0,0,0,1,0,3,1,4
063,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
064,0,0,0,1,0,0,0,0,2,0,0,0,0,3,1,4
071,0,0,0,1,0,0,0,0,0,1,0,2,0,4,8,12
072,0,0,0,1,0,0,0,2,1,3,0,3,0,10,6,16
073,0,0,0,1,0,1,0,4,0,2,1,1,0,10,1,11
074,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,4
075,0,0,0,1,0,0,1,5,0,0,1,1,0,9,4,13
076,0,0,0,0,0,0,0,1,1,1,0,1,0,4,2,6
081,0,0,0,0,0,0,0,0,0,3,2,0,0,5,8,13
082,0,0,0,2,0,0,0,3,1,4,2,0,0,12,9,21
083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
085,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,3
091,0,0,0,1,1,4,0,1,0,3,0,1,0,11,8,19
092,0,0,0,0,0,2,0,0,0,0,1,1,0,4,3,7
093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
094,0,0,0,0,0,0,0,0,0,1,1,2,0,4,7,11
101,0,0,0,1,1,0,0,1,2,0,1,1,0,7,9,16
102,0,0,0,0,0,2,0,1,0,1,1,0,0,5,14,19
104,0,0,0,0,1,2,0,0,0,0,1,1,0,5,6,11
111,0,0,0,0,6,1,1,2,0,1,0,8,0,19,1,20
112,0,0,0,1,1,0,1,0,0,1,0,3,0,7,13,20
113,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,3
114,0,0,0,0,0,0,1,0,1,3,0,1,0,6,3,9
121,0,0,0,2,1,0,1,1,1,1,0,2,0,9,5,14
122,0,0,0,0,4,0,0,1,0,0,0,1,0,6,15,21
123,0,0,1,0,0,2,0,0,0,1,0,1,0,5,2,7
124,0,0,0,0,0,1,0,0,1,1,0,2,0,5,2,7
131,0,0,0,0,0,2,2,0,0,2,0,0,0,6,3,9
132,0,0,0,0,0,3,0,0,1,0,0,2,0,6,3,9
133,0,0,0,0,0,1,0,0,1,1,0,0,0,3,1,4
134,0,0,0,0,0,3,0,2,0,0,0,1,0,6,4,10
141,0,0,0,1,0,1,0,1,1,0,0,2,0,6,1,7
142,0,0,0,0,0,2,1,0,0,2,0,0,0,5,1,6
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
144,0,0,0,0,0,0,0,2,0,1,0,0,0,3,2,5
151,0,0,0,0,0,0,3,0,0,2,2,1,0,8,2,10
152,0,0,0,0,2,1,1,2,3,2,2,3,0,16,3,19
153,0,0,0,0,0,1,1,0,0,0,0,1,0,3,8,11
161,0,0,0,1,0,0,1,2,3,1,2,2,0,12,4,16
162,0,0,0,0,1,4,0,0,0,0,0,1,0,6,1,7
163,0,0,0,4,1,0,3,1,1,2,0,0,0,12,2,14
164,0,0,1,4,0,1,4,1,0,16,4,1,0,32,7,39
171,0,0,0,0,2,3,0,1,2,2,1,0,0,11,3,14
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
173,0,0,0,0,0,3,0,1,0,1,0,0,0,5,8,13
174,0,0,0,1,1,3,0,0,1,6,0,1,0,13,6,19
181,0,0,0,2,2,2,0,5,0,1,0,4,0,16,5,21
182,0,0,0,0,3,0,0,1,0,0,1,2,0,7,2,9
183,0,0,0,2,1,0,0,0,0,1,0,0,0,4,2,6
184,0,0,0,0,2,0,0,7,0,0,0,1,0,10,11,21
191,0,0,0,2,0,0,0,0,0,0,0,1,0,3,3,6
192,0,0,0,1,0,2,0,3,0,1,0,0,0,7,2,9
193,0,0,0,0,1,3,0,2,0,1,0,0,0,7,8,15
194,0,0,0,5,1,0,0,2,0,3,1,2,0,14,6,20
202,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,4
203,0,0,0,0,0,2,0,0,1,0,1,1,0,5,4,9
204,0,0,0,1,0,2,1,2,1,3,1,0,0,11,2,13
211,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
212,0,0,0,1,0,0,0,1,0,2,0,0,0,4,1,5
213,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
214,0,0,0,2,1,0,0,1,0,2,0,0,0,6,4,10
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,2,0,0,0,0,0,1,0,3,1,4
221,0,0,0,1,0,0,1,0,0,2,0,1,0,5,5,10
222,0,0,0,2,0,0,0,1,1,0,0,0,0,4,1,5
223,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,3
224,0,0,1,0,0,1,0,4,0,1,0,2,0,9,2,11
225,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
226,0,0,0,1,0,5,1,2,2,1,1,0,0,13,5,18
231,1,0,0,1,7,2,0,2,1,2,0,0,0,16,4,20
232,0,0,0,5,1,0,0,1,0,0,0,3,0,10,8,18
233,1,0,0,3,0,2,0,1,1,3,2,4,0,17,10,27
234,0,0,0,0,0,3,2,0,0,0,0,2,0,7,3,10
235,0,0,0,1,0,9,0,0,0,2,0,3,0,15,8,23
241,0,0,0,0,1,1,0,0,0,0,0,1,0,3,3,6
242,0,0,0,0,0,1,0,2,0,0,0,2,0,5,7,12
243,0,0,0,2,0,1,1,0,0,1,0,2,0,7,6,13
244,0,0,0,1,0,0,0,1,0,0,0,0,0,2,7,9
251,0,0,0,1,0,1,0,2,0,1,0,0,0,5,5,10
252,0,0,1,0,0,0,0,0,0,0,1,1,0,3,3,6
253,0,0,0,0,1,1,0,0,0,2,0,4,0,8,3,11
271,0,0,0,0,1,4,0,3,1,2,0,2,0,13,6,19
272,0,0,0,2,0,1,1,3,0,0,1,1,0,9,7,16
273,0,0,0,3,1,0,2,0,2,1,0,0,0,9,10,19
274,0,0,0,0,0,1,0,2,0,0,2,2,0,7,5,12
281,0,0,0,1,2,1,1,4,1,1,1,2,0,14,8,22
282,1,0,0,0,0,0,0,0,0,1,1,0,0,3,3,6
291,0,0,0,0,1,0,1,2,0,0,1,0,0,5,4,9
292,0,0,0,1,1,1,1,0,1,0,1,0,0,6,7,13
293,0,0,0,1,1,1,0,1,1,0,0,2,0,7,12,19
301,0,0,0,0,1,0,1,0,0,0,0,1,1,4,0,4
302,0,0,0,0,0,3,0,3,1,0,0,0,0,7,2,9
303,0,0,0,0,2,0,1,0,0,1,0,0,0,4,4,8
304,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,6
311,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,4
312,0,0,0,0,0,0,0,1,0,1,0,1,0,3,4,7
313,0,0,0,2,0,0,0,0,0,0,0,0,0,2,9,11
314,0,0,0,0,0,0,0,0,1,0,0,1,0,2,8,10
315,0,0,0,0,3,1,0,0,0,0,0,0,0,4,2,6
316,0,0,0,2,0,1,0,1,0,0,0,1,0,5,2,7
321,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
322,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,4
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,0,0,3,0,4,0,3,0,0,0,1,0,11,2,13
332,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3
333,0,0,0,1,0,1,3,3,1,10,0,1,0,20,4,24
334,0,0,0,0,0,1,1,2,1,0,0,1,0,6,3,9
335,0,0,0,0,0,1,0,1,0,0,0,1,0,3,3,6
336,0,0,0,0,0,0,0,2,0,0,1,0,1,4,9,13
341,0,0,0,1,0,2,1,0,0,2,0,2,1,9,5,14
342,0,0,2,3,0,2,0,1,0,1,0,4,0,13,3,16
343,0,0,0,0,0,4,0,1,1,1,1,1,0,9,3,12
351,0,0,0,1,0,3,0,3,2,0,1,2,0,12,7,19
352,0,0,0,1,2,1,0,0,0,3,0,2,0,9,9,18
353,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,4
354,0,0,0,0,3,3,0,4,1,0,0,0,0,11,6,17
361,0,0,0,2,1,1,0,2,0,1,0,0,0,7,8,15
362,0,0,0,2,0,3,0,2,0,1,1,2,0,11,13,24
371,0,0,0,2,0,1,0,1,0,2,1,4,0,11,6,17
372,0,0,0,2,0,4,0,1,0,3,0,1,0,11,11,22
373,0,0,0,1,3,2,0,1,3,3,0,0,0,13,3,16
374,0,0,0,0,5,0,0,1,0,0,0,0,0,6,7,13
381,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2
382,0,0,0,1,0,0,0,0,0,1,0,3,0,5,4,9
383,0,0,0,0,1,0,0,1,0,1,0,0,0,3,1,4
384,0,0,0,0,0,0,1,0,0,3,0,2,0,6,0,6
392,0,0,0,0,2,1,1,1,1,0,0,0,0,6,2,8
393,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
401,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,3
402,0,0,0,0,0,0,0,1,0,1,0,1,0,3,2,5
403,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,3
411,0,0,0,0,0,3,0,0,0,1,0,4,0,8,2,10
412,0,0,0,2,0,1,0,0,1,1,0,0,0,5,1,6
413,0,0,1,0,0,1,0,0,0,1,0,4,0,7,3,10
414,1,0,0,0,1,4,1,1,1,4,0,1,0,14,4,18
415,0,0,0,0,0,0,2,2,0,1,0,2,0,7,1,8
421,0,0,0,0,0,3,0,2,0,2,0,1,0,8,5,13
422,0,0,0,1,1,2,0,1,2,0,0,1,0,8,2,10
423,0,0,0,0,7,5,0,0,0,0,1,4,0,17,4,21
431,0,0,0,0,0,1,0,0,0,3,0,0,0,4,2,6
432,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,3
433,0,0,0,0,0,4,1,1,1,2,0,0,0,9,8,17
434,0,0,0,0,0,5,2,0,0,0,1,1,0,9,2,11
441,0,0,0,0,0,1,0,1,0,1,0,0,0,3,2,5
442,0,0,0,0,1,1,0,2,1,1,0,0,0,6,4,10
451,1,0,0,0,1,4,1,0,0,2,0,1,0,10,8,18
452,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
453,0,0,0,0,0,2,0,1,0,1,2,1,0,7,3,10
454,0,0,1,4,2,1,0,3,0,1,1,5,0,18,6,24
461,0,0,0,0,0,0,0,1,0,0,1,1,0,3,3,6
462,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,8
463,1,0,0,0,2,1,0,0,0,1,0,1,0,6,3,9
